,Title,Desc,Type,BodyPart,Equipment,Level
2412,Sprinter burpee,the sprinter burpee is an explosive version of the burpee exercise that adds a sprinter jump to the top of each rep it can be performed for time or reps in any fat loss or athleticism focused circuit or workout ,Strength,Quadriceps,Body Only,Intermediate
2413,Shuttle run training,shuttle run training is an athletic conditioning drill that s great for developing speed and power as well as changing direction it s a favorite of football and basketball players but it can also be great conditioning work for lifters and athletes of all ability levels ,Strength,Quadriceps,Body Only,Intermediate
2414,Medicine ball ninja,the medicine ball ninja is a dynamic medicine ball movement that challenges both the upper and lower body while also elevating the heart rate it s a great movement to include in medicine ball or bodyweight circuit training to increase fatigue and burn serious calories while hammering the muscles of the legs ,Plyometrics,Quadriceps,Medicine Ball,Intermediate
2415,FYR Air Ball Plus Medicine Ball Jumping Sprawl,the medicine ball air ball to jumping sprawl is a series of bodyweight and medicine ball movement strung together into a single sequence they collectively target virtually every muscle in the body as well as seriously challenging the cardiovascular system it can be a single movement workout if done for high reps or part of a larger circuit workout ,Strength,Quadriceps,Medicine Ball,Intermediate
2416,Medicine ball cowboy squat,the medicine ball cowboy squat is an explosive exercise targeting the lower body although several upper body muscles play important supporting roles the move involves performing jumping squats while holding a medicine ball overhead it s commonly performed as part of a bodyweight and medicine ball circuit focused on fat loss or athleticism ,Strength,Quadriceps,Medicine Ball,Intermediate
2417,Medicine ball jumping jill,the medicine ball jumping jill is an explosive medicine ball exercise that is similar to a jumping jack but performed holding a medicine ball between the hands it can be performed for time or reps in a dynamic warm up or fat loss or conditioning circuit usually paired with other bodyweight or medicine ball movements ,Strength,Quadriceps,Medicine Ball,Intermediate
2421,Dumbbell lateral hop to sprint,the dumbbell lateral hop to sprint is a multi part explosive exercise combining weighted hops with weighted sprinting adding dumbbells adds a challenge to the core and shoulders because balance can be a challenge it is usually performed with relatively light weights often as a component of fat loss or athletic training ,Plyometrics,Quadriceps,Body Only,Intermediate
2422,Smith machine lunge sprint,the smith machine lunge sprint is a lower body power exercise performed with the bar of a smith machine on the back it is similar to an alternating jump lunge or scissor lunge but with added weight the contained bar of the smith machine makes it safer and less of a balance challenge than using a free weight ,Strength,Quadriceps,Body Only,Intermediate
2423,Sissy squat,the sissy squat is a bodyweight squat variation that involves letting the knees travel far over the toes placing an extreme stretch on the quads this movement targets the quad muscles directly and can be performed in partial or full ranges of motion based on knee health and pain ,Strength,Quadriceps,Body Only,Intermediate
2424,Wall ball toss,the wall ball toss is an explosive full body exercise utilizing a medicine ball it involves squatting down then explosively pressing a weighted ball into the air and catching it on a bounce off of a vertical surface it is common in crossfit workouts and can be performed for time or reps ,Plyometrics,Quadriceps,Exercise Ball,Intermediate
2426,Exercise ball Bulgarian split squat,the exercise ball bulgarian split squat is an exercise that builds the quads hamstrings and glutes one leg at a time the exercise ball is used to support the trailing shin and foot due to the balance challenge this version of the split squat is usually performed for moderate to high reps with body weight only or light weights in the hands if balance is a problem you can stick the ball in the corner of a room while performing the exercise ,Strength,Quadriceps,Exercise Ball,Intermediate
2428,Band Pull Apart,the band pull apart is an exercise targeting the upper back muscles including the trapezius rear delts and rhomboids the band creates dynamic tension allowing you to really focus on contracting these muscles making it a great activation drill prior to upper body lifting ,Strength,Shoulders,Bands,Intermediate
2440,Band shoulder press,the band shoulder press is a deltoid exercise and an alternative to the classic dumbbell shoulder press the dynamic tension of the band forces the core to stabilize the body and more closely matches the strength curve of the shoulder press it can be performed in low reps such as 5 8 reps per set to build shoulder strength or for higher reps to build muscle and for conditioning it can work as the main focus of a shoulder day but is also popular as an accessory movement to the bench press or barbell military press ,Strength,Shoulders,Bands,Intermediate
